GlobalEventID,NumMentions,EventOffSet,Country1,Country2,Medias,URLS,Articles
1103295889,180,0.033526991,CHN,AUS,"busseltonmail.com.au
easternriverinachronicle.com.au
crookwellgazette.com.au
manningrivertimes.com.au
margaretrivermail.com.au","https://www.easternriverinachronicle.com.au/story/8201516/australia-hopeful-china-will-lift-more-trade-bans/
https://www.busseltonmail.com.au/story/8201516/australia-hopeful-china-will-lift-more-trade-bans/?cs=30776
https://www.crookwellgazette.com.au/story/8201516/australia-hopeful-china-will-lift-more-trade-bans/?cs=14264
https://www.manningrivertimes.com.au/story/8201516/australia-hopeful-china-will-lift-more-trade-bans/?cs=9397
https://www.margaretrivermail.com.au/story/8201516/australia-hopeful-china-will-lift-more-trade-bans/?cs=30776",18
1103673337,180,0.086146467,JPN,CHN,"devdiscourse.com
russiaherald.com
firstpost.com
japanherald.com
sydneysun.com","https://www.devdiscourse.com/article/international/2458934-success-security-of-indo-pacific-important-for-whole-world-pm-modis-address-to-quad-amid-china-threat
https://www.russiaherald.com/news/273837574/success-security-of-indo-pacific-important-for-whole-world-pm-modi-address-to-quad-amid-china-threat
https://www.firstpost.com/world/success-security-of-indo-pacific-important-for-whole-world-pm-modis-address-to-quad-amid-china-threat-12625942.html
https://www.sydneysun.com/news/273837574/success-security-of-indo-pacific-important-for-whole-world-pm-modi-address-to-quad-amid-china-threat
https://www.japanherald.com/news/273837574/success-security-of-indo-pacific-important-for-whole-world-pm-modi-address-to-quad-amid-china-threat",18
1103080692,178,0.08566911,AUS,CHN,"news4jax.com
wsls.com
ksat.com
thefrontierpost.com
tribuneindia.com","https://www.tribuneindia.com/news/world/chinese-envoy-asks-australia-to-increase-search-for-39-aboard-capsized-fishing-boat-in-indian-ocean-508934
https://www.news4jax.com/news/world/2023/05/18/chinese-envoy-asks-australia-to-increase-search-for-39-aboard-capsized-fishing-boat-in-indian-ocean/
https://thefrontierpost.com/chinese-envoy-asks-australia-to-increase-search-for-39-aboard-capsized-fishing-boat-in-indian-ocean/
https://www.ksat.com/news/world/2023/05/18/chinese-envoy-asks-australia-to-increase-search-for-39-aboard-capsized-fishing-boat-in-indian-ocean/
https://www.wsls.com/news/world/2023/05/18/chinese-envoy-asks-australia-to-increase-search-for-39-aboard-capsized-fishing-boat-in-indian-ocean/",8
1104303411,176,0.042972365,CAN,CHN,"piquenewsmagazine.com
stalbertgazette.com
bowenislandundercurrent.com
princegeorgecitizen.com
alaskahighwaynews.ca","https://www.stalbertgazette.com/national-news/federal-government-pledges-5m-to-chinese-canadian-museum-in-vancouver-7039165
https://www.piquenewsmagazine.com/national-news/federal-government-pledges-5m-to-chinese-canadian-museum-in-vancouver-7039176
https://www.bowenislandundercurrent.com/national-news/federal-government-pledges-5m-to-chinese-canadian-museum-in-vancouver-7039176
https://www.alaskahighwaynews.ca/national-news/federal-government-pledges-5m-to-chinese-canadian-museum-in-vancouver-7039176
https://www.princegeorgecitizen.com/national-news/federal-government-pledges-5m-to-chinese-canadian-museum-in-vancouver-7039176",19
1104194707,174,0.307712115,CHN,LKA,voanews.com,https://www.voanews.com/a/no-survivors-in-chinese-fishing-vessel-capsizing-initial-report-says/7105175.html,29
1103865350,174,0.012759711,CHN,PNG,"kob.com
niagarafallsreview.ca
stcatharinesstandard.ca
thestar.com
actionnewsjax.com","https://www.thestar.com/news/world/australia/2023/05/21/us-to-sign-new-security-pact-with-papua-new-guinea-amid-competition-with-china.html
https://www.stcatharinesstandard.ca/ts/news/world/australia/2023/05/21/us-to-sign-new-security-pact-with-papua-new-guinea-amid-competition-with-china.html
https://www.niagarafallsreview.ca/ts/news/world/australia/2023/05/21/us-to-sign-new-security-pact-with-papua-new-guinea-amid-competition-with-china.html
https://www.kob.com/news/us-and-world-news/us-to-sign-new-security-pact-with-papua-new-guinea-amid-competition-with-china/
https://www.actionnewsjax.com/news/world/us-sign-new-security/M2MRQYEGT7QZSXTPILYSJDBKNY/",6
1102547346,174,0.453999484,CHN,SEA,voanews.com,https://www.voanews.com/a/us-debt-ceiling-looms-over-biden-s-foreign-trips/7094999.html,21
1102564719,174,0.647942957,PRK,CHN,"news4jax.com
wsls.com
local10.com
latestly.com
thestar.com","https://www.news4jax.com/news/world/2023/05/16/south-korea-and-japan-use-g-7-to-push-improvement-in-ties-long-marked-by-animosity/
https://www.latestly.com/agency-news/world-news-south-korea-and-japan-use-g-7-to-push-improvement-in-ties-long-marked-by-animosity-5130130.html
https://www.local10.com/news/world/2023/05/16/south-korea-and-japan-use-g-7-to-push-improvement-in-ties-long-marked-by-animosity/
https://www.thestar.com/news/world/asia/2023/05/15/south-korea-and-japan-use-g-7-to-push-improvement-in-ties-long-marked-by-animosity.html
https://www.wsls.com/news/world/2023/05/16/south-korea-and-japan-use-g-7-to-push-improvement-in-ties-long-marked-by-animosity/",29
1103558605,172,0.980704953,CHN,RUS,"couriermail.com.au
ndtv.com
msn.com
tbsnews.net
manilastandard.net","https://manilastandard.net/news/314332614/ukraine-wins-access-to-f-16-fighter-jets.html
https://www.couriermail.com.au/news/breaking-news/zelensky-heads-to-g7-as-ukraine-wins-access-to-f16s/news-story/956f23ed5478bd4c874bba3a3f9255de?nk=02f48ba8ccf4b0872c161bb273574318-1684581304
https://www.msn.com/en-gb/news/world/g7-tightens-russia-sanctions-looks-to-cut-china-trade-reliance/ar-AA1brbAv
https://www.ndtv.com/world-news/today-peace-will-be-closer-volodymyr-zelensky-after-reaching-g7-meet-4050974
https://www.tbsnews.net/world/g7-tightens-russia-sanctions-looks-cut-china-trade-reliance-634766",21
1104870797,170,0.416007036,CHN,CHN,"go.com
local10.com
thesunchronicle.com
apnews.com
yahoo.com","https://www.local10.com/business/2023/05/26/us-chinese-trade-officials-express-concern-about-each-others-restrictions/
https://abcnews.go.com/Technology/wireStory/us-chinese-trade-officials-express-concern-restrictions-99620916
https://news.yahoo.com/us-chinese-trade-officials-express-045048729.html
https://apnews.com/0d1c07affd6234f8a7389a14c31b6dd2
https://www.thesunchronicle.com/news/nation_world/us-chinese-trade-officials-express-concern-about-each-others-restrictions/article_9d2adf1a-f0bb-5384-99ab-bfc736f8169b.html",41
1105457206,170,0.757341078,CHN,JPN,"bignewsnetwork.com
singaporenews.net
english.news.cn
chinanationalnews.com
japanherald.com","https://www.bignewsnetwork.com/news/273847111/china-urges-us-to-destory-chemical-weapons-stockpile-as-promised
https://english.news.cn/20230530/80ac47636b954d38b9d72369a5933340/c.html
https://www.chinanationalnews.com/news/273847111/china-urges-us-to-destory-chemical-weapons-stockpile-as-promised
https://www.japanherald.com/news/273847135/china-urges-us-to-destroy-chemical-weapons-stockpile-as-promised
https://www.singaporenews.net/news/273847111/china-urges-us-to-destory-chemical-weapons-stockpile-as-promised",17
1103568856,169,0.020757678,JPN,CHN,"niagarafallsreview.ca
thestar.com
wtop.com
whec.com","https://www.whec.com/national-world/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7-summit-2/
https://www.thestar.com/news/world/asia/2023/05/19/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7-summit.html
https://www.niagarafallsreview.ca/ts/news/world/asia/2023/05/19/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7-summit.html
https://wtop.com/russia-ukraine-war-news/2023/05/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7-summit/
https://www.thestar.com/news/world/asia/2023/05/20/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7-summit.html",6
1103337626,169,0.746210186,CHN,RUS,"timescolonist.com
pentictonherald.ca
msn.com
princegeorgecitizen.com
tricitynews.com","https://www.princegeorgecitizen.com/national-news/canada-to-announce-new-russian-sanctions-at-g7-summit-source-7023831
https://www.msn.com/en-ca/news/canada/canada-to-announce-new-russian-sanctions-at-g7-summit-source/ar-AA1bnBu7
https://www.pentictonherald.ca/news/national_news/article_bc8bf203-cce2-5e44-963b-b176ff73beb8.html
https://www.timescolonist.com/national-news/canada-to-announce-new-russian-sanctions-at-g7-summit-source-7023831
https://www.tricitynews.com/national-news/canada-to-announce-new-russian-sanctions-at-g7-summit-source-7023831",26
1103927354,168,0.251896361,CHN,CAN,infotel.ca,https://infotel.ca/newsitem/pensions-china-uyghurs/cp382290471,1
1104296861,168,0.773171413,CHN,USA,"msn.com
stamfordadvocate.com
thesunchronicle.com
myplainview.com
mynorthwest.com","http://www.msn.com/en-us/news/politics/energy-dept-cancels-200m-grant-to-battery-maker-after-gop-criticism-over-alleged-ties-to-china/ar-AA1bADIz
https://www.myplainview.com/business/article/energy-dept-cancels-200m-grant-to-battery-maker-18115122.php
https://www.stamfordadvocate.com/business/article/energy-dept-cancels-200m-grant-to-battery-maker-18115122.php
https://mynorthwest.com/3892327/energy-dept-cancels-200m-grant-to-battery-maker-after-gop-criticism-over-alleged-ties-to-china/
https://www.thesunchronicle.com/business/energy-dept-cancels-200m-grant-to-battery-maker-after-gop-criticism-over-alleged-ties-to/article_9b33e2ad-db98-5db0-804c-a8bac6e87644.html",42
1105682696,168,0.696410057,CHN,RUS,"stripes.com
go.com
washingtontimes.com
business-standard.com
lancasteronline.com","https://www.business-standard.com/world-news/possible-putin-trip-in-spotlight-as-russia-china-ministers-to-meet-in-sa-123053001180_1.html
https://www.washingtontimes.com/news/2023/may/30/possible-putin-trip-in-spotlight-as-russia-china-f/
https://abcnews.go.com/Business/wireStory/putin-trip-spotlight-russia-china-foreign-ministers-set-99698889
https://lancasteronline.com/business/nation/possible-putin-trip-in-spotlight-as-russia-china-foreign-ministers-set-for-meeting-in-south/article_a8a69ddb-5a93-5997-9cf8-4bed79b4da8b.html
https://www.stripes.com/theaters/africa/2023-05-30/russia-china-meeting-south-africa-10282688.html",28
1103201183,168,0.607665154,CHN,TWN,"wsbradio.com
siouxcityjournal.com
wokv.com
krmg.com
actionnewsjax.com","https://www.wokv.com/news/biden-japans-kishida/BRUFHWCOTADSWXESRAPZJOLFSU/
https://www.actionnewsjax.com/news/biden-japans-kishida/BRUFHWCOTADSWXESRAPZJOLFSU/
https://siouxcityjournal.com/partners/ap/business/biden-japans-kishida-meet-ahead-of-g-7-summit-vowing-to-stand-strong-against-global/article_c9bfb261-08d7-5dfe-8d70-a305f0324b5c.html
https://www.krmg.com/news/biden-japans-kishida/BRUFHWCOTADSWXESRAPZJOLFSU/
https://www.wsbradio.com/news/biden-japans-kishida/BRUFHWCOTADSWXESRAPZJOLFSU/",21
1102884980,168,0.045409394,CHN,CHN,"chinadaily.com.cn
times-news.com
startribune.com
ktvb.com
wkyc.com","https://www.wkyc.com/article/news/nation-world/39-missing-chinese-fishing-boat-capsizes/507-e623dd1d-6680-46eb-9b51-c41351330e2a
http://europe.chinadaily.com.cn/a/202305/18/WS646512e3a310b6054fad38d1.html
https://www.times-news.com/news/39-missing-after-chinese-fishing-boat-capsizes-in-the-middle-of-the-indian-ocean/article_5cadce82-cb35-5abf-ae51-20a1bdefb67c.html
https://www.startribune.com/39-missing-after-chinese-fishing-boat-capsizes-in-the-middle-of-the-indian-ocean/600275462/
https://www.ktvb.com/article/news/nation-world/39-missing-chinese-fishing-boat-capsizes/507-e623dd1d-6680-46eb-9b51-c41351330e2a",24
1105222109,167,0.245311328,CHN,CHN,"omanobserver.om
techxplore.com
taipeitimes.com
punchng.com
inquirer.net","https://punchng.com/chinas-first-locally-made-passenger-jet-makes-maiden-commercial-flight/
https://newsinfo.inquirer.net/1775924/chinas-first-homegrown-passenger-jet-makes-maiden-commercial-flight
https://www.taipeitimes.com/News/biz/archives/2023/05/29/2003800578
https://www.omanobserver.om/article/1137824/world/asia/chinas-homegrown-jet-makes-maiden-flight
https://techxplore.com/news/2023-05-china-homegrown-passenger-jet-maiden.html",5
1103044075,165,0.595436508,USA,CHN,macdailynews.com,https://macdailynews.com/2023/05/18/first-u-s-state-bans-tiktok-app-10000-fine-per-violation/,1
1102787930,164,0.676401869,RUS,CHN,"shanghaisun.com
russiaherald.com
europesun.com
chinanationalnews.com","https://www.shanghaisun.com/news/273833878/biden-meets-congressional-leadership-over-debt-ceiling
https://www.russiaherald.com/news/273833743/biden-to-skip-papua-new-guinea-australia-trip-only-to-attend-g7-summit-in-japan
https://www.chinanationalnews.com/news/273833878/biden-meets-congressional-leadership-over-debt-ceiling
https://www.europesun.com/news/273833743/biden-to-skip-papua-new-guinea-australia-trip-only-to-attend-g7-summit-in-japan
https://www.chinanationalnews.com/news/273833743/biden-to-skip-papua-new-guinea-australia-trip-only-to-attend-g7-summit-in-japan",27
1102836748,164,0.096146086,CHN,GBR,euronews.com,https://www.euronews.com/2023/05/17/another-cold-war-former-uk-pm-warns-of-china-threat,1
1103047776,164,0.009033839,UKR,CHN,"wgmd.com
aa.com.tr
yahoo.com
wfin.com
thefrontierpost.com","https://wfin.com/fox-world-news/china-says-ukraine-envoy-met-with-zelenskyy-during-talks-in-kyiv/
https://news.yahoo.com/china-says-ukraine-envoy-met-091310111.html
https://www.aa.com.tr/en/asia-pacific/chinese-envoy-meets-ukrainian-president/2900113
https://www.wgmd.com/china-says-ukraine-envoy-met-with-zelenskyy-during-talks-in-kyiv/
https://thefrontierpost.com/china-says-ukraine-envoy-met-with-zelenskyy-during-talks-in-kyiv/",20
1103068954,163,0.466368271,CHN,POL,"indiatimes.com
pressrepublican.com
morningstaronline.co.uk","https://economictimes.indiatimes.com/news/international/world-news/ukraines-foreign-minister-and-visiting-chinese-envoy-discuss-peace-but-next-steps-unclear/articleshow/100315836.cms
https://morningstaronline.co.uk/article/w/china-says-ukraine-peace-envoy-met-zelensky-kiev-earlier-week
https://www.pressrepublican.com/ap/business/ukraines-foreign-minister-and-visiting-chinese-envoy-discuss-peace-but-next-steps-unclear/article_db914f63-d2f5-5fbc-98bb-55a25ca33250.html",3
1103632929,162,0.378421447,CHN,RUS,"castanet.net
globalnews.ca
prpeak.com
chroniclejournal.com
alaskahighwaynews.ca","https://www.prpeak.com/national-news/g7-nations-plan-to-wean-their-dependence-off-china-zelenskyy-arrives-in-hiroshima-7029615
https://www.chroniclejournal.com/news/national/g7-nations-plan-to-wean-their-dependence-off-china-zelenskyy-arrives-in-hiroshima/article_dc32cd3e-ecee-530c-a439-621b80e1c3b7.html
https://globalnews.ca/news/9713370/g7-china-canada/
https://www.castanet.net/news/Canada/427782/G7-nations-plan-to-wean-their-dependence-off-China-Zelenskyy-arrives-in-Hiroshima
https://www.alaskahighwaynews.ca/national-news/g7-nations-plan-to-wean-their-dependence-off-china-zelenskyy-arrives-in-hiroshima-7029615",24
1103151103,162,1.026558266,IRN,CHN,"khaleejtimes.com
middletownpress.com
taiwannews.com.tw
yahoo.com
financialpost.com","https://www.middletownpress.com/news/politics/article/top-leaders-of-pakistan-iran-inaugurate-border-18106076.php
https://news.yahoo.com/top-leaders-pakistan-iran-inaugurate-102642680.html
https://financialpost.com/pmn/business-pmn/top-leaders-of-pakistan-iran-inaugurate-border-market-in-their-first-meeting-in-10-years
https://www.khaleejtimes.com/world/asia/top-leaders-of-pakistan-iran-inaugurate-border-market-in-their-first-meeting-in-10-years
https://www.taiwannews.com.tw/en/news/4895743",23
1103927349,162,0.178177231,CHN,AUS,"goulburnpost.com.au
canowindranews.com.au
maitlandmercury.com.au
hardenexpress.com.au
newcastleherald.com.au","https://www.maitlandmercury.com.au/story/8203994/australia-wants-more-progress-before-pm-visits-china/
https://www.canowindranews.com.au/story/8203994/australia-wants-more-progress-before-pm-visits-china/?cs=9676
https://www.newcastleherald.com.au/story/8203994/australia-wants-more-progress-before-pm-visits-china/
https://www.hardenexpress.com.au/story/8203994/australia-wants-more-progress-before-pm-visits-china/?cs=9676
https://www.goulburnpost.com.au/story/8203994/australia-wants-more-progress-before-pm-visits-china/?cs=14264",15
1102631476,162,0.688157448,KOR,CHN,"nsnews.com
msn.com
leaderpost.com
prpeak.com
cp24.com","https://www.cp24.com/news/trudeau-in-south-korea-to-talk-global-and-energy-security-youth-mobility-program-1.6400138
https://www.msn.com/en-ca/money/topstories/trudeau-in-south-korea-to-talk-global-and-energy-security-youth-mobility-program/ar-AA1bfzuA
https://www.prpeak.com/national-news/trudeau-in-south-korea-to-talk-global-and-energy-security-youth-mobility-program-7005547
https://leaderpost.com:443/news/canada/trudeau-in-south-korea-to-talk-global-and-energy-security-youth-mobility-program/wcm/ba1d6b8d-afea-4620-a9eb-040a6f29b027
https://www.nsnews.com/national-news/trudeau-in-south-korea-to-talk-global-and-energy-security-youth-mobility-program-7005547",40
1103053835,161,0.673491592,USA,CHN,reuters.com,https://www.reuters.com/technology/why-does-us-want-ban-tiktok-allegations-against-it-2023-05-18/,23
1103105983,161,1.003311966,AUS,CHN,"canberratimes.com.au
9news.com.au
winnipegfreepress.com
newcastleherald.com.au","https://www.9news.com.au/world/china-lifts-ban-on-australian-timber-imports-in-another-sign-of-improving-bilateral-relations/cc74d411-2736-4be9-85cb-2fd2e217bc9d
https://www.newcastleherald.com.au/story/8200785/bidens-cancellation-is-just-us-politics-as-usual/?cs=305
https://www.winnipegfreepress.com/business/2023/05/18/china-lifts-ban-on-australian-timber-imports-in-another-sign-of-improving-bilateral-relations
https://www.canberratimes.com.au/story/8201113/bidens-cancellation-is-just-us-politics/?cs=27763
https://www.newcastleherald.com.au/story/8200785/bidens-cancellation-is-just-us-politics-as-usual/?cs=26080",6
1102808464,160,0.239705882,USA,CHN,"classy100.com
kkoh.com
wfnc640am.com
wftw.com
997wtn.com","https://www.997wtn.com/news/rep-foxx-to-newsmax-education-sec-hasnt-addressed-china-donations/
https://www.wftw.com/news/rep-foxx-to-newsmax-education-sec-hasnt-addressed-china-donations/
https://www.kkoh.com/news/rep-foxx-to-newsmax-education-sec-hasnt-addressed-china-donations/
https://www.classy100.com/news/rep-foxx-to-newsmax-education-sec-hasnt-addressed-china-donations/
https://www.wfnc640am.com/news/rep-foxx-to-newsmax-education-sec-hasnt-addressed-china-donations/",20
1105639980,160,0.402613881,USA,CHN,"dallassun.com
hawaiitelegraph.com
beijingbulletin.com","https://www.beijingbulletin.com/news/273848048/china-comments-on-rejecting-pentagons-defense-meeting-overture
https://www.dallassun.com/news/273848283/china-explains-rebuff-of-pentagons-meeting-proposal
https://www.beijingbulletin.com/news/273848055/china-explains-rebuff-of-pentagon-meeting-proposal
https://www.hawaiitelegraph.com/news/273848048/china-comments-on-rejecting-pentagons-defense-meeting-overture
https://www.beijingbulletin.com/news/273848283/china-explains-rebuff-of-pentagons-meeting-proposal",32
1103811725,160,0.271040551,TWN,CHN,voanews.com,https://www.voanews.com/a/west-vs-china-conflict-avoidable-says-biden-as-g7-summit-wraps/7102573.html,16
1104831739,160,0.600588368,AFG,CHN,"longbeachstar.com
bignewsnetwork.com
cambodiantimes.com
afghanistannews.net
chinanationalnews.com","https://www.cambodiantimes.com/news/273843600/afghans-welcome-flight-resumption-between-afghanistan-china
https://www.afghanistannews.net/news/273843600/afghans-welcome-flight-resumption-between-afghanistan-china
https://www.bignewsnetwork.com/news/273843600/afghans-welcome-flight-resumption-between-afghanistan-china
https://www.longbeachstar.com/news/273843600/afghans-welcome-flight-resumption-between-afghanistan-china
https://www.chinanationalnews.com/news/273843216/feature-afghans-welcome-flight-resumption-between-afghanistan-china",20
1103348422,160,0.202863962,CHN,TJK,"newscentralasia.net
msn.com","https://www.msn.com/en-ae/news/other/poster-present-day-silk-road-camel-caravans-goodwill-ambassadors/ar-AA1boAMm
https://www.newscentralasia.net/2023/05/19/xi-jinping-working-together-for-a-china-central-asia-community-with-a-shared-future-featuring-mutual-assistance-common-development-universal-security-and-everlasting-friendship/",2
1104637117,159,0.091488917,CHN,LAO,"saltlakecitysun.com
nepalnational.com
singaporenews.net
taiwansun.com
chinanationalnews.com","https://www.taiwansun.com/news/273842667/china-laos-railway-delivers-premium-thai-durians-to-chinese-consumers
https://www.singaporenews.net/news/273842667/china-laos-railway-delivers-premium-thai-durians-to-chinese-consumers
https://www.saltlakecitysun.com/news/273842667/china-laos-railway-delivers-premium-thai-durians-to-chinese-consumers
https://www.chinanationalnews.com/news/273842667/china-laos-railway-delivers-premium-thai-durians-to-chinese-consumers
https://www.nepalnational.com/news/273842667/china-laos-railway-delivers-premium-thai-durians-to-chinese-consumers",20
1105620903,158,0.148342059,CHN,CHN,"beijingbulletin.com
china.org.cn
english.news.cn
chinanationalnews.com
shanghaisun.com","https://www.beijingbulletin.com/news/273848160/china-urges-us-to-right-wrongs-show-sincerity-in-military-dialogue
https://www.chinanationalnews.com/news/273848160/china-urges-us-to-right-wrongs-show-sincerity-in-military-dialogue
https://english.news.cn/20230530/ba3ac2297f2b4ec8b9c4cbc438a92bd7/c.html
https://www.shanghaisun.com/news/273848160/china-urges-us-to-right-wrongs-show-sincerity-in-military-dialogue
http://www.china.org.cn/china/Off_the_Wire/2023-05/30/content_85914131.htm",9
1105597480,158,0.359729661,CHN,USA,"marketscreener.com
msn.com","https://www.marketscreener.com/news/latest/China-declines-U-S-request-for-a-meeting-between-defense-chiefs--43981042/
https://www.msn.com/en-us/news/world/china-declines-us-request-for-a-meeting-between-defense-chiefs/ar-AA1bSpYN
https://www.msn.com/en-us/news/world/china-declines-us-request-for-a-meeting-between-defense-chiefs/ar-AA1bT2Ll
https://www.msn.com/he-il/news/other/update-4-china-declines-us-request-for-a-meeting-between-defense-chiefs/ar-AA1bT5Df",4
1103904062,158,0.075930812,CHN,JPN,the-star.co.ke,https://www.the-star.co.ke/news/world/2023-05-22-china-summons-japanese-ambassador-over-g7-statements/,1
1103112857,158,0.13068765,AUS,CHN,washingtonpost.com,https://www.washingtonpost.com/business/2023/05/18/australia-china-timber-trade/a70b2470-f54c-11ed-918d-012572d64930_story.html,15
1103068947,157,0.857641921,CHN,DEU,"stamfordadvocate.com
businessmirror.com.ph
ksat.com
ctinsider.com
thestar.com","https://www.ksat.com/news/world/2023/05/18/china-says-ukraine-envoy-met-with-zelenskyy-during-talks-in-kyiv/
https://www.stamfordadvocate.com/news/world/article/china-says-ukraine-envoy-met-with-zelenskyy-18106008.php
https://www.thestar.com/news/world/asia/2023/05/18/china-says-ukraine-envoy-met-with-zelenskyy-during-talks-in-kyiv.html
https://businessmirror.com.ph/2023/05/18/china-special-envoy-met-with-zelenskyy-in-kyiv/
https://www.ctinsider.com/news/world/article/china-says-ukraine-envoy-met-with-zelenskyy-18106008.php",10
1103061479,156,0.204918033,USA,CHN,"bbc.com
bbc.co.uk","https://www.bbc.co.uk/news/business-65630201
https://www.bbc.com/news/business-65630201",14
1103087910,156,0.37398374,CHN,TJK,"english.news.cn
en.people.cn
china.org.cn","http://en.people.cn/n3/2023/0518/c90000-20020288.html
http://www.china.org.cn/world/2023-05/18/content_85379934.htm
https://english.news.cn/20230518/b30b107907c9458698418b04d33c28b5/c.html",3
1105128775,155,0.552406565,VNM,CHN,"webindia123.com
devdiscourse.com","https://news.webindia123.com/news/Articles/World/20230527/4078303.html
https://www.devdiscourse.com/article/international/2466724-vietnam-objects-to-chinas-deployment-of-light-buoys-in-spratly-islands",2
1105140259,154,0.002890581,KOR,CHN,"longbeachstar.com
australiannews.net
australianherald.com
shanghaisun.com
europesun.com","https://www.australianherald.com/news/273845199/south-korea-seeks-to-counter-china-economic-coercion-diversify-trading-partners-report
https://www.europesun.com/news/273845199/south-korea-seeks-to-counter-china-economic-coercion-diversify-trading-partners-report
https://www.longbeachstar.com/news/273845199/south-korea-seeks-to-counter-china-economic-coercion-diversify-trading-partners-report
https://www.australiannews.net/news/273845199/south-korea-seeks-to-counter-china-economic-coercion-diversify-trading-partners-report
https://www.shanghaisun.com/news/273845199/south-korea-seeks-to-counter-china-economic-coercion-diversify-trading-partners-report",17
1103182227,154,0.049615653,VNM,CHN,voanews.com,https://www.voanews.com/a/vietnam-rebukes-china-philippines-over-south-china-sea-conduct/7098677.html,15
1103861866,154,0.10764776,CHN,AUS,"merimbulanewsweekly.com.au
theadvocate.com.au
forbesadvocate.com.au
thecourier.com.au
queanbeyanage.com.au","https://www.queanbeyanage.com.au/story/8203994/progress-made-with-china-despite-trade-block-treasurer/?cs=14264
https://www.thecourier.com.au/story/8203994/progress-made-with-china-despite-trade-block-treasurer/
https://www.theadvocate.com.au/story/8203994/progress-made-with-china-despite-trade-block-treasurer/?cs=9676
https://www.merimbulanewsweekly.com.au/story/8203994/progress-made-with-china-despite-trade-block-treasurer/?cs=14264
https://www.forbesadvocate.com.au/story/8203994/progress-made-with-china-despite-trade-block-treasurer/?cs=9676",19
1102832747,153,0.609382903,CHN,TWN,"bignewsnetwork.com
californiatelegraph.com
hongkongherald.com
britainnews.net
bruneinews.net","https://www.britainnews.net/news/273834518/economic-nato-needed-to-counter-china-truss
https://www.hongkongherald.com/news/273834518/economic-nato-needed-to-counter-china-truss
https://www.californiatelegraph.com/news/273834518/economic-nato-needed-to-counter-china-truss
https://www.bruneinews.net/news/273834518/economic-nato-needed-to-counter-china-truss
https://www.bignewsnetwork.com/news/273834518/economic-nato-needed-to-counter-china-truss",13
1105535991,152,0.105606845,CHN,USA,cnn.com,https://www.cnn.com/2023/05/30/politics/china-fighter-jet-south-china-sea/,13
1103321765,152,0.075494253,CHN,AUS,"parkeschampionpost.com.au
inverelltimes.com.au
forbesadvocate.com.au
hardenexpress.com.au
cootamundraherald.com.au","https://www.hardenexpress.com.au/story/8201960/supply-boost-for-mg-australia-as-it-charters-its-own-ship/?cs=34616
https://www.parkeschampionpost.com.au/story/8201960/supply-boost-for-mg-australia-as-it-charters-its-own-ship/?cs=34616
https://www.forbesadvocate.com.au/story/8201960/supply-boost-for-mg-australia-as-it-charters-its-own-ship/?cs=34616
https://www.cootamundraherald.com.au/story/8201960/supply-boost-for-mg-australia-as-it-charters-its-own-ship/?cs=34616
https://www.inverelltimes.com.au/story/8201960/supply-boost-for-mg-australia-as-it-charters-its-own-ship/?cs=34616",19
1105519560,151,0.083157747,CHN,USA,"shanghaisun.com
bignewsnetwork.com
chinanationalnews.com
beijingbulletin.com","https://www.beijingbulletin.com/news/273847470/china-declined-high-profile-meeting---pentagon
https://www.bignewsnetwork.com/news/273847470/china-declined-high-profile-meeting---pentagon
https://www.chinanationalnews.com/news/273847470/china-declined-high-profile-meeting---pentagon
https://www.shanghaisun.com/news/273847470/china-declined-high-profile-meeting---pentagon",4
1104586462,151,0.202273089,CHN,USA,france24.com,https://www.france24.com/en/americas/20230525-china-backed-hackers-spying-on-us-critical-infrastructure-and-guam,12
1103552682,150,0.238358753,UZB,CHN,"vietnamtribune.com
laosnews.net
beijingbulletin.com
hongkongherald.com
europesun.com","https://www.hongkongherald.com/news/273837005/chiding-us-impact-china-pledges-more-investment-in-central-asia
https://www.vietnamtribune.com/news/273837005/chiding-us-impact-china-pledges-more-investment-in-central-asia
https://www.europesun.com/news/273837005/chiding-us-impact-china-pledges-more-investment-in-central-asia
https://www.laosnews.net/news/273837005/chiding-us-impact-china-pledges-more-investment-in-central-asia
https://www.beijingbulletin.com/news/273837005/chiding-us-impact-china-pledges-more-investment-in-central-asia",15
1103155547,150,0.040395934,UZB,CHN,"shanghaisun.com
beijingbulletin.com
centralasiatimes.com
chinanationalnews.com","https://www.chinanationalnews.com/news/273835697/update-xi-holds-talks-with-uzbek-president
https://www.shanghaisun.com/news/273835697/update-xi-holds-talks-with-uzbek-president
https://www.centralasiatimes.com/news/273835401/1st-ld-xi-holds-talks-with-uzbek-president
https://www.beijingbulletin.com/news/273835572/2nd-ld-writethru-xi-holds-talks-with-uzbek-president
https://www.beijingbulletin.com/news/273835401/1st-ld-xi-holds-talks-with-uzbek-president",22
